time,h_s,h_max,t_p
2024-12-22T03:00:00,0.33,0.545,5.65
2024-12-22T03:30:00,0.337,0.585,9.638
2024-12-22T04:00:00,0.348,0.553,10.923
2024-12-22T04:30:00,0.358,0.604,6.068
2024-12-22T05:00:00,0.338,0.517,5.65
2024-12-22T05:30:00,0.318,0.528,10.923
2024-12-22T06:00:00,0.349,0.549,11.703
2024-12-22T06:30:00,0.37,0.649,5.851
2024-12-22T07:00:00,0.369,0.601,6.302
2024-12-22T07:30:00,0.349,0.515,6.068
2024-12-22T08:00:00,0.354,0.55,7.123
2024-12-22T08:30:00,0.383,0.643,11.703
2024-12-22T09:00:00,0.358,0.665,5.461
2024-12-22T09:30:00,0.353,0.564,9.638
2024-12-22T10:00:00,0.36,0.593,10.923
2024-12-22T10:30:00,0.353,0.547,5.851
2024-12-22T11:00:00,0.375,0.553,11.703
2024-12-22T11:30:00,0.376,0.62,6.068
2024-12-22T12:00:00,0.415,0.641,11.703
2024-12-22T12:30:00,0.406,0.651,16.384
2024-12-22T13:00:00,0.377,0.672,11.703
2024-12-22T13:30:00,0.384,0.715,10.923
2024-12-22T14:00:00,0.374,0.642,10.923
2024-12-22T14:30:00,0.417,0.689,12.603
2024-12-22T15:00:00,0.404,0.649,10.923
2024-12-22T15:30:00,0.424,0.68,10.923
2024-12-22T16:00:00,0.421,0.654,10.923
2024-12-22T16:30:00,0.443,0.647,13.653
2024-12-22T17:00:00,0.463,0.672,16.384
2024-12-22T17:30:00,0.461,0.684,16.384
2024-12-22T18:00:00,0.472,0.703,16.384
2024-12-22T18:30:00,0.48,0.863,13.653
2024-12-22T19:00:00,0.458,0.727,6.302
2024-12-22T19:30:00,0.493,0.637,16.384
2024-12-22T20:00:00,0.483,0.742,16.384
2024-12-22T20:30:00,0.469,0.725,16.384
2024-12-22T21:00:00,0.511,0.775,16.384
2024-12-22T21:30:00,0.443,0.72,16.384
2024-12-22T22:00:00,0.482,0.743,16.384
2024-12-22T22:30:00,0.524,0.778,16.384
2024-12-22T23:00:00,0.485,0.942,16.384
2024-12-22T23:30:00,0.499,0.736,16.384
2024-12-23T00:00:00,0.474,0.742,16.384
2024-12-23T00:30:00,0.483,0.692,13.653
2024-12-23T01:00:00,0.486,0.722,14.895
2024-12-23T01:30:00,0.493,0.681,13.653
2024-12-23T02:00:00,0.481,0.746,13.653
2024-12-23T02:30:00,0.482,0.782,13.653
2024-12-23T03:00:00,0.482,0.745,13.653
2024-12-23T03:30:00,0.45,0.692,13.653
2024-12-23T04:00:00,0.481,0.73,16.384
2024-12-23T04:30:00,0.448,0.668,13.653
2024-12-23T05:00:00,0.488,0.684,16.384
2024-12-23T05:30:00,0.475,0.654,16.384
2024-12-23T06:00:00,0.488,0.68,16.384
2024-12-23T06:30:00,0.474,0.71,16.384
2024-12-23T07:00:00,0.492,0.821,16.384
2024-12-23T07:30:00,0.501,0.808,16.384
2024-12-23T08:00:00,0.499,0.753,16.384
2024-12-23T08:30:00,0.546,0.736,16.384
2024-12-23T09:00:00,0.522,0.82,16.384
2024-12-23T09:30:00,0.458,0.767,16.384
2024-12-23T10:00:00,0.49,0.677,16.384
2024-12-23T10:30:00,0.505,1.02,16.384
2024-12-23T11:00:00,0.464,0.768,16.384
2024-12-23T11:30:00,0.452,0.57,16.384
2024-12-23T12:00:00,0.465,0.692,16.384
2024-12-23T12:30:00,0.44,0.852,16.384
2024-12-23T13:00:00,0.427,0.586,16.384
2024-12-23T13:30:00,0.463,0.685,16.384
2024-12-23T14:00:00,0.394,0.615,16.384
2024-12-23T14:30:00,0.423,0.598,16.384
2024-12-23T15:00:00,0.406,0.626,14.895
2024-12-23T15:30:00,0.4,0.725,18.204
2024-12-23T16:00:00,0.398,0.631,14.895
2024-12-23T16:30:00,0.406,0.648,14.895
2024-12-23T17:00:00,0.421,0.585,14.895
2024-12-23T17:30:00,0.401,0.583,16.384
2024-12-23T18:00:00,0.463,0.681,16.384
2024-12-23T18:30:00,0.456,0.62,16.384
2024-12-23T19:00:00,0.407,0.705,16.384
2024-12-23T19:30:00,0.426,0.733,16.384
2024-12-23T20:00:00,0.436,0.661,16.384
2024-12-23T20:30:00,0.407,0.6,16.384
2024-12-23T21:00:00,0.439,0.616,16.384
2024-12-23T21:30:00,0.478,0.694,16.384
2024-12-23T22:00:00,0.451,0.625,16.384
2024-12-23T22:30:00,0.43,0.58,14.895
2024-12-23T23:00:00,0.396,0.543,13.653
2024-12-23T23:30:00,0.418,0.686,14.895
2024-12-24T00:00:00,0.372,0.515,13.653
2024-12-24T00:30:00,0.365,0.52,13.653
2024-12-24T01:00:00,0.397,0.6,16.384
2024-12-24T01:30:00,0.383,0.505,14.895
2024-12-24T02:00:00,0.389,0.587,13.653
2024-12-24T02:30:00,0.389,0.637,16.384
2024-12-24T03:00:00,0.386,0.723,14.895
2024-12-24T03:30:00,0.38,0.55,13.653
2024-12-24T04:00:00,0.352,0.576,14.895
2024-12-24T04:30:00,0.351,0.505,13.653
2024-12-24T05:00:00,0.357,0.488,13.653
2024-12-24T05:30:00,0.329,0.532,14.895
2024-12-24T06:00:00,0.322,0.482,13.653
2024-12-24T06:30:00,0.322,0.441,13.653
2024-12-24T07:00:00,0.334,0.452,14.895
2024-12-24T07:30:00,0.317,0.448,14.895
2024-12-24T08:00:00,0.318,0.518,13.653
2024-12-24T08:30:00,0.312,0.463,13.653
2024-12-24T09:00:00,0.308,0.492,13.653
2024-12-24T09:30:00,0.285,0.463,13.653
2024-12-24T10:00:00,0.312,0.449,13.653
2024-12-24T10:30:00,0.266,0.395,13.653
2024-12-24T11:00:00,0.264,0.407,13.653
2024-12-24T11:30:00,0.259,0.393,13.653
2024-12-24T12:00:00,0.269,0.398,13.653
2024-12-24T12:30:00,0.268,0.407,13.653
2024-12-24T13:00:00,0.252,0.405,13.653
2024-12-24T13:30:00,0.234,0.386,13.653
2024-12-24T14:00:00,0.24,0.384,13.653
2024-12-24T14:30:00,0.254,0.467,13.653
2024-12-24T15:00:00,0.226,0.353,13.653
2024-12-24T15:30:00,0.214,0.385,13.653
2024-12-24T16:00:00,0.224,0.396,13.653
2024-12-24T16:30:00,0.223,0.365,13.653
2024-12-24T17:00:00,0.216,0.308,12.603
2024-12-24T17:30:00,0.21,0.321,12.603
2024-12-24T18:00:00,0.223,0.389,11.703
2024-12-24T18:30:00,0.225,0.386,13.653
2024-12-24T19:00:00,0.215,0.323,13.653
2024-12-24T19:30:00,0.199,0.335,11.703
2024-12-24T20:00:00,0.21,0.34,12.603
2024-12-24T20:30:00,0.204,0.373,12.603
2024-12-24T21:00:00,0.197,0.363,13.653
2024-12-24T21:30:00,0.201,0.295,13.653
2024-12-24T22:00:00,0.176,0.274,13.653
2024-12-24T22:30:00,0.179,0.257,12.603
2024-12-24T23:00:00,0.174,0.302,13.653
2024-12-24T23:30:00,0.173,0.313,12.603
2024-12-25T00:00:00,0.169,0.318,13.653
2024-12-25T00:30:00,0.183,0.275,13.653
2024-12-25T01:00:00,0.174,0.28,12.603
2024-12-25T01:30:00,0.185,0.275,10.24
2024-12-25T02:00:00,0.18,0.323,13.653
2024-12-25T02:30:00,0.179,0.295,11.703
2024-12-25T03:00:00,0.173,0.276,18.204
2024-12-25T03:30:00,0.17,0.259,18.204
2024-12-25T04:00:00,0.174,0.311,18.204
2024-12-25T04:30:00,0.161,0.278,18.204
2024-12-25T05:00:00,0.166,0.252,18.204
2024-12-25T05:30:00,0.177,0.276,18.204
2024-12-25T06:00:00,0.171,0.237,18.204
2024-12-25T06:30:00,0.188,0.36,18.204
2024-12-25T07:00:00,0.193,0.285,18.204
2024-12-25T07:30:00,0.21,0.342,18.204
2024-12-25T08:00:00,0.199,0.325,16.384
2024-12-25T08:30:00,0.181,0.284,16.384
2024-12-25T09:00:00,0.198,0.324,18.204
2024-12-25T09:30:00,0.183,0.297,16.384
2024-12-25T10:00:00,0.209,0.352,16.384
2024-12-25T10:30:00,0.224,0.328,16.384
2024-12-25T11:00:00,0.226,0.378,16.384
2024-12-25T11:30:00,0.219,0.333,16.384
2024-12-25T12:00:00,0.218,0.367,16.384
2024-12-25T12:30:00,0.221,0.324,16.384
2024-12-25T13:00:00,0.193,0.352,16.384
2024-12-25T13:30:00,0.199,0.28,16.384
2024-12-25T14:00:00,0.206,0.353,16.384
2024-12-25T14:30:00,0.203,0.31,16.384
2024-12-25T15:00:00,0.198,0.27,16.384
2024-12-25T15:30:00,0.209,0.33,16.384
2024-12-25T16:00:00,0.201,0.325,16.384
2024-12-25T16:30:00,0.202,0.32,16.384
2024-12-25T17:00:00,0.192,0.327,14.895
2024-12-25T17:30:00,0.203,0.35,14.895
2024-12-25T18:00:00,0.198,0.36,14.895
2024-12-25T18:30:00,0.194,0.348,14.895
2024-12-25T19:00:00,0.204,0.302,14.895
2024-12-25T19:30:00,0.199,0.322,14.895
2024-12-25T20:00:00,0.217,0.31,13.653
2024-12-25T20:30:00,0.226,0.385,13.653
2024-12-25T21:00:00,0.234,0.412,13.653
2024-12-25T21:30:00,0.21,0.311,13.653
2024-12-25T22:00:00,0.214,0.36,13.653
2024-12-25T22:30:00,0.238,0.321,13.653
2024-12-25T23:00:00,0.199,0.297,13.653
2024-12-25T23:30:00,0.205,0.368,13.653
2024-12-26T00:00:00,0.204,0.29,13.653
2024-12-26T00:30:00,0.197,0.331,13.653
2024-12-26T01:00:00,0.204,0.324,13.653
2024-12-26T01:30:00,0.2,0.312,13.653
2024-12-26T02:00:00,0.186,0.27,13.653
2024-12-26T02:30:00,0.206,0.307,13.653
2024-12-26T03:00:00,0.193,0.305,13.653
2024-12-26T03:30:00,0.188,0.34,13.653
2024-12-26T04:00:00,0.208,0.283,13.653
2024-12-26T04:30:00,0.198,0.4,13.653
2024-12-26T05:00:00,0.21,0.388,13.653
2024-12-26T05:30:00,0.191,0.284,13.653
2024-12-26T06:00:00,0.199,0.316,13.653
2024-12-26T06:30:00,0.2,0.309,13.653
2024-12-26T07:00:00,0.193,0.304,13.653
2024-12-26T07:30:00,0.203,0.294,13.653
2024-12-26T08:00:00,0.199,0.331,13.653
2024-12-26T08:30:00,0.205,0.393,13.653
2024-12-26T09:00:00,0.2,0.34,13.653
2024-12-26T09:30:00,0.231,0.366,13.653
2024-12-26T10:00:00,0.217,0.346,13.653
2024-12-26T10:30:00,0.199,0.306,13.653
2024-12-26T11:00:00,0.229,0.389,12.603
2024-12-26T11:30:00,0.219,0.336,13.653
2024-12-26T12:00:00,0.215,0.354,12.603
2024-12-26T12:30:00,0.22,0.338,12.603
2024-12-26T13:00:00,0.247,0.417,13.653
2024-12-26T13:30:00,0.231,0.382,13.653
2024-12-26T14:00:00,0.215,0.306,13.653
2024-12-26T14:30:00,0.221,0.399,13.653
2024-12-26T15:00:00,0.208,0.3,13.653
2024-12-26T15:30:00,0.206,0.355,13.653
2024-12-26T16:00:00,0.216,0.295,13.653
2024-12-26T16:30:00,0.207,0.344,13.653
2024-12-26T17:00:00,0.192,0.306,13.653
2024-12-26T17:30:00,0.219,0.341,12.603
2024-12-26T18:00:00,0.212,0.317,18.204
2024-12-26T18:30:00,0.215,0.419,11.703
2024-12-26T19:00:00,0.216,0.296,10.24
2024-12-26T19:30:00,0.2,0.356,11.703
2024-12-26T20:00:00,0.216,0.361,18.204
2024-12-26T20:30:00,0.219,0.387,16.384
2024-12-26T21:00:00,0.218,0.377,11.703
2024-12-26T21:30:00,0.247,0.423,16.384
2024-12-26T22:00:00,0.254,0.397,11.703
2024-12-26T22:30:00,0.279,0.482,16.384
2024-12-26T23:00:00,0.299,0.474,16.384
2024-12-26T23:30:00,0.294,0.494,16.384
2024-12-27T00:00:00,0.257,0.368,16.384
2024-12-27T00:30:00,0.283,0.409,16.384
2024-12-27T01:00:00,0.279,0.437,16.384
2024-12-27T01:30:00,0.261,0.415,16.384
2024-12-27T02:00:00,0.29,0.547,16.384
2024-12-27T02:30:00,0.275,0.362,16.384
2024-12-27T03:00:00,0.278,0.463,16.384
2024-12-27T03:30:00,0.266,0.462,14.895
2024-12-27T04:00:00,0.281,0.414,14.895
2024-12-27T04:30:00,0.27,0.431,14.895
2024-12-27T05:00:00,0.285,0.434,14.895
2024-12-27T05:30:00,0.278,0.518,14.895
2024-12-27T06:00:00,0.292,0.392,14.895
2024-12-27T06:30:00,0.266,0.453,14.895
2024-12-27T07:00:00,0.311,0.412,14.895
2024-12-27T07:30:00,0.286,0.495,14.895
2024-12-27T08:00:00,0.283,0.635,13.653
2024-12-27T08:30:00,0.278,0.38,14.895
2024-12-27T09:00:00,0.291,0.435,14.895
2024-12-27T09:30:00,0.286,0.485,14.895
2024-12-27T10:00:00,0.305,0.474,16.384
2024-12-27T10:30:00,0.287,0.446,16.384
2024-12-27T11:00:00,0.31,0.455,14.895
2024-12-27T11:30:00,0.33,0.501,16.384
2024-12-27T12:00:00,0.327,0.537,16.384
2024-12-27T12:30:00,0.309,0.397,16.384
2024-12-27T13:00:00,0.296,0.47,16.384
2024-12-27T13:30:00,0.319,0.537,16.384
2024-12-27T14:00:00,0.312,0.518,16.384
2024-12-27T14:30:00,0.285,0.501,16.384
2024-12-27T15:00:00,0.306,0.444,13.653
2024-12-27T15:30:00,0.314,0.531,13.653
2024-12-27T16:00:00,0.318,0.498,14.895
2024-12-27T16:30:00,0.332,0.452,14.895
2024-12-27T17:00:00,0.311,0.492,14.895
2024-12-27T17:30:00,0.311,0.481,14.895
2024-12-27T18:00:00,0.289,0.448,14.895
2024-12-27T18:30:00,0.302,0.526,14.895
2024-12-27T19:00:00,0.329,0.489,14.895
2024-12-27T19:30:00,0.293,0.419,14.895
2024-12-27T20:00:00,0.307,0.465,14.895
2024-12-27T20:30:00,0.315,0.499,14.895
2024-12-27T21:00:00,0.329,0.525,14.895
2024-12-27T21:30:00,0.304,0.474,14.895
2024-12-27T22:00:00,0.305,0.476,13.653
2024-12-27T22:30:00,0.288,0.448,13.653
2024-12-27T23:00:00,0.296,0.453,14.895
2024-12-27T23:30:00,0.293,0.421,13.653
2024-12-28T00:00:00,0.309,0.436,13.653
2024-12-28T00:30:00,0.294,0.445,13.653
2024-12-28T01:00:00,0.269,0.413,13.653
2024-12-28T01:30:00,0.292,0.488,13.653
2024-12-28T02:00:00,0.256,0.404,13.653
2024-12-28T02:30:00,0.268,0.452,13.653
2024-12-28T03:00:00,0.278,0.456,13.653
2024-12-28T03:30:00,0.264,0.385,13.653
2024-12-28T04:00:00,0.278,0.439,13.653
2024-12-28T04:30:00,0.262,0.471,13.653
2024-12-28T05:00:00,0.258,0.401,13.653
2024-12-28T05:30:00,0.265,0.418,13.653
2024-12-28T06:00:00,0.263,0.419,13.653
2024-12-28T06:30:00,0.275,0.425,13.653
2024-12-28T07:00:00,0.268,0.421,13.653
2024-12-28T07:30:00,0.266,0.437,13.653
2024-12-28T08:00:00,0.268,0.446,13.653
2024-12-28T08:30:00,0.273,0.465,13.653
2024-12-28T09:00:00,0.276,0.409,13.653
2024-12-28T09:30:00,0.273,0.382,13.653
2024-12-28T10:00:00,0.264,0.393,13.653
2024-12-28T10:30:00,0.245,0.409,13.653
2024-12-28T11:00:00,0.261,0.399,13.653
2024-12-28T11:30:00,0.241,0.37,13.653
2024-12-28T12:00:00,0.25,0.439,13.653
2024-12-28T12:30:00,0.278,0.448,13.653
2024-12-28T13:00:00,0.253,0.379,13.653
2024-12-28T13:30:00,0.233,0.326,13.653
2024-12-28T14:00:00,0.255,0.44,13.653
2024-12-28T14:30:00,0.23,0.399,13.653
2024-12-28T15:00:00,0.245,0.418,13.653
2024-12-28T15:30:00,0.239,0.356,13.653
2024-12-28T16:00:00,0.233,0.405,13.653
2024-12-28T16:30:00,0.232,0.382,13.653
2024-12-28T17:00:00,0.238,0.351,13.653
2024-12-28T17:30:00,0.23,0.402,13.653
2024-12-28T18:00:00,0.241,0.391,13.653
2024-12-28T18:30:00,0.245,0.36,14.895
2024-12-28T19:00:00,0.264,0.402,14.895
2024-12-28T19:30:00,0.247,0.347,12.603
2024-12-28T20:00:00,0.257,0.422,14.895
2024-12-28T20:30:00,0.266,0.399,13.653
2024-12-28T21:00:00,0.26,0.388,14.895
2024-12-28T21:30:00,0.259,0.371,13.653
2024-12-28T22:00:00,0.238,0.365,13.653
2024-12-28T22:30:00,0.264,0.389,13.653
2024-12-28T23:00:00,0.267,0.395,13.653
2024-12-28T23:30:00,0.273,0.453,13.653
2024-12-29T00:00:00,0.277,0.547,13.653
2024-12-29T00:30:00,0.27,0.399,13.653
2024-12-29T01:00:00,0.284,0.414,13.653
2024-12-29T01:30:00,0.284,0.421,13.653
2024-12-29T02:00:00,0.276,0.428,13.653
2024-12-29T02:30:00,0.254,0.412,13.653
2024-12-29T03:00:00,0.28,0.455,13.653
2024-12-29T03:30:00,0.256,0.356,13.653
2024-12-29T04:00:00,0.271,0.465,14.895
2024-12-29T04:30:00,0.267,0.434,13.653
2024-12-29T05:00:00,0.28,0.442,13.653
2024-12-29T05:30:00,0.27,0.516,13.653
2024-12-29T06:00:00,0.258,0.409,13.653
2024-12-29T06:30:00,0.275,0.472,14.895
2024-12-29T07:00:00,0.295,0.455,14.895
2024-12-29T07:30:00,0.288,0.472,14.895
2024-12-29T08:00:00,0.264,0.577,13.653
2024-12-29T08:30:00,0.278,0.487,13.653
2024-12-29T09:00:00,0.286,0.454,13.653
2024-12-29T09:30:00,0.294,0.475,13.653
2024-12-29T10:00:00,0.272,0.426,13.653
2024-12-29T10:30:00,0.291,0.43,13.653
2024-12-29T11:00:00,0.28,0.419,13.653
2024-12-29T11:30:00,0.286,0.535,13.653
2024-12-29T12:00:00,0.281,0.436,13.653
2024-12-29T12:30:00,0.336,0.54,13.653
2024-12-29T13:00:00,0.318,0.463,13.653
2024-12-29T13:30:00,0.326,0.503,13.653
2024-12-29T14:00:00,0.323,0.415,13.653
2024-12-29T14:30:00,0.33,0.564,16.384
2024-12-29T15:00:00,0.32,0.474,16.384
2024-12-29T15:30:00,0.324,0.511,16.384
2024-12-29T16:00:00,0.344,0.534,16.384
2024-12-29T16:30:00,0.316,0.521,13.653
2024-12-29T17:00:00,0.323,0.538,16.384
2024-12-29T17:30:00,0.326,0.502,13.653
2024-12-29T18:00:00,0.341,0.534,16.384
2024-12-29T18:30:00,0.339,0.526,14.895
2024-12-29T19:00:00,0.366,0.587,14.895
2024-12-29T19:30:00,0.375,0.524,14.895
2024-12-29T20:00:00,0.352,0.592,14.895
2024-12-29T20:30:00,0.37,0.56,14.895
2024-12-29T21:00:00,0.371,0.58,14.895
2024-12-29T21:30:00,0.371,0.531,14.895
2024-12-29T22:00:00,0.382,0.637,14.895
2024-12-29T22:30:00,0.4,0.737,14.895
2024-12-29T23:00:00,0.36,0.5,14.895
2024-12-29T23:30:00,0.372,0.652,14.895
2024-12-30T00:00:00,0.354,0.569,14.895
2024-12-30T00:30:00,0.349,0.489,14.895
2024-12-30T01:00:00,0.346,0.516,14.895
2024-12-30T01:30:00,0.322,0.441,14.895
2024-12-30T02:00:00,0.343,0.545,13.653
2024-12-30T02:30:00,0.342,0.558,13.653
2024-12-30T03:00:00,0.302,0.503,13.653
2024-12-30T03:30:00,0.292,0.426,13.653
2024-12-30T04:00:00,0.283,0.518,13.653
2024-12-30T04:30:00,0.281,0.439,13.653
2024-12-30T05:00:00,0.298,0.437,13.653
2024-12-30T05:30:00,0.309,0.479,14.895
2024-12-30T06:00:00,0.319,0.466,14.895
2024-12-30T06:30:00,0.295,0.445,14.895
2024-12-30T07:00:00,0.306,0.512,14.895
2024-12-30T07:30:00,0.299,0.448,14.895
2024-12-30T08:00:00,0.289,0.478,13.653
2024-12-30T08:30:00,0.301,0.459,13.653
2024-12-30T09:00:00,0.307,0.438,13.653
2024-12-30T09:30:00,0.279,0.369,13.653
2024-12-30T10:00:00,0.291,0.414,13.653
2024-12-30T10:30:00,0.303,0.434,13.653
2024-12-30T11:00:00,0.31,0.49,13.653
2024-12-30T11:30:00,0.28,0.418,13.653
2024-12-30T12:00:00,0.293,0.474,14.895
2024-12-30T12:30:00,0.299,0.481,13.653
2024-12-30T13:00:00,0.269,0.378,13.653
2024-12-30T13:30:00,0.251,0.395,13.653
2024-12-30T14:00:00,0.267,0.453,13.653
2024-12-30T14:30:00,0.252,0.37,13.653
2024-12-30T15:00:00,0.255,0.403,13.653
2024-12-30T15:30:00,0.247,0.338,13.653
2024-12-30T16:00:00,0.271,0.389,13.653
2024-12-30T16:30:00,0.272,0.43,13.653
2024-12-30T17:00:00,0.275,0.499,13.653
2024-12-30T17:30:00,0.26,0.397,13.653
2024-12-30T18:00:00,0.244,0.357,13.653
2024-12-30T18:30:00,0.253,0.367,13.653
2024-12-30T19:00:00,0.247,0.393,13.653
2024-12-30T19:30:00,0.238,0.36,13.653
2024-12-30T20:00:00,0.225,0.379,13.653
2024-12-30T20:30:00,0.251,0.433,13.653
2024-12-30T21:00:00,0.259,0.434,13.653
2024-12-30T21:30:00,0.247,0.461,12.603
2024-12-30T22:00:00,0.249,0.374,12.603
2024-12-30T22:30:00,0.246,0.395,13.653
2024-12-30T23:00:00,0.237,0.459,12.603
2024-12-30T23:30:00,0.235,0.319,13.653
2024-12-31T00:00:00,0.238,0.405,12.603
2024-12-31T00:30:00,0.228,0.351,12.603
2024-12-31T01:00:00,0.216,0.313,13.653
2024-12-31T01:30:00,0.219,0.34,12.603
2024-12-31T02:00:00,0.231,0.335,12.603
2024-12-31T02:30:00,0.221,0.344,13.653
2024-12-31T03:00:00,0.213,0.377,12.603
2024-12-31T03:30:00,0.224,0.35,12.603
2024-12-31T04:00:00,0.212,0.324,12.603
2024-12-31T04:30:00,0.216,0.323,12.603
2024-12-31T05:00:00,0.19,0.337,12.603
2024-12-31T05:30:00,0.204,0.291,12.603
2024-12-31T06:00:00,0.185,0.293,12.603
2024-12-31T06:30:00,0.185,0.327,12.603
2024-12-31T07:00:00,0.182,0.289,12.603
2024-12-31T07:30:00,0.179,0.284,12.603
2024-12-31T08:00:00,0.181,0.313,12.603
2024-12-31T08:30:00,0.17,0.29,11.703
2024-12-31T09:00:00,0.171,0.287,11.703
2024-12-31T09:30:00,0.162,0.228,11.703
2024-12-31T10:00:00,0.171,0.28,11.703
2024-12-31T10:30:00,0.166,0.259,12.603
2024-12-31T11:00:00,0.153,0.232,11.703
2024-12-31T11:30:00,0.16,0.265,11.703
2024-12-31T12:00:00,0.164,0.278,10.923
2024-12-31T12:30:00,0.166,0.247,11.703
2024-12-31T13:00:00,0.156,0.218,11.703
2024-12-31T13:30:00,0.162,0.266,10.923
2024-12-31T14:00:00,0.166,0.28,10.923
2024-12-31T14:30:00,0.166,0.25,10.923
2024-12-31T15:00:00,0.168,0.287,10.923
2024-12-31T15:30:00,0.162,0.276,10.24
2024-12-31T16:00:00,0.161,0.358,12.603
2024-12-31T16:30:00,0.159,0.278,10.923
2024-12-31T17:00:00,0.178,0.361,10.923
2024-12-31T17:30:00,0.151,0.268,10.923
2024-12-31T18:00:00,0.15,0.243,10.923
2024-12-31T18:30:00,0.151,0.231,10.923
2024-12-31T19:00:00,0.156,0.245,11.703
2024-12-31T19:30:00,0.149,0.23,11.703
2024-12-31T20:00:00,0.146,0.254,10.24
2024-12-31T20:30:00,0.15,0.267,10.923
2024-12-31T21:00:00,0.154,0.252,11.703
2024-12-31T21:30:00,0.15,0.206,11.703
2024-12-31T22:00:00,0.145,0.238,10.24
2024-12-31T22:30:00,0.143,0.248,10.923
2024-12-31T23:00:00,0.136,0.226,10.923
2024-12-31T23:30:00,0.139,0.236,11.703
2025-01-01T00:00:00,0.129,0.224,11.703
2025-01-01T00:30:00,0.136,0.217,10.24
2025-01-01T01:00:00,0.135,0.224,10.24
2025-01-01T01:30:00,0.148,0.263,10.923
2025-01-01T02:00:00,0.151,0.257,10.923
2025-01-01T02:30:00,0.151,0.271,10.923
2025-01-01T03:00:00,0.164,0.252,14.895
2025-01-01T03:30:00,0.154,0.275,13.653
2025-01-01T04:00:00,0.159,0.308,10.923
2025-01-01T04:30:00,0.172,0.27,13.653
2025-01-01T05:00:00,0.157,0.253,10.923
2025-01-01T05:30:00,0.155,0.257,10.923
2025-01-01T06:00:00,0.158,0.353,10.24
2025-01-01T06:30:00,0.157,0.322,10.923
2025-01-01T07:00:00,0.238,0.499,18.204
2025-01-01T07:30:00,0.23,0.486,18.204
2025-01-01T08:00:00,0.159,0.292,10.24
2025-01-01T08:30:00,0.171,0.28,10.24
2025-01-01T09:00:00,0.177,0.295,10.24
2025-01-01T09:30:00,0.184,0.324,14.895
2025-01-01T10:00:00,0.186,0.375,10.24
2025-01-01T10:30:00,0.184,0.275,10.24
2025-01-01T11:00:00,0.185,0.291,10.24
2025-01-01T11:30:00,0.176,0.265,9.102
2025-01-01T12:00:00,0.172,0.328,10.24
2025-01-01T12:30:00,0.243,0.411,14.895
2025-01-01T13:00:00,0.282,0.496,13.653
2025-01-01T13:30:00,0.293,0.422,9.638
2025-01-01T14:00:00,0.271,0.451,2.341
2025-01-01T14:30:00,0.249,0.376,7.123
2025-01-01T15:00:00,0.253,0.374,9.638
2025-01-01T15:30:00,0.275,0.474,8.192
2025-01-01T16:00:00,0.262,0.454,9.638
2025-01-01T16:30:00,0.291,0.453,9.638
2025-01-01T17:00:00,0.315,0.62,7.447
2025-01-01T17:30:00,0.305,0.433,8.623
2025-01-01T18:00:00,0.294,0.451,9.102
2025-01-01T18:30:00,0.29,0.483,7.802
2025-01-01T19:00:00,0.285,0.507,6.827
2025-01-01T19:30:00,0.29,0.455,7.802
2025-01-01T20:00:00,0.318,0.486,6.827
2025-01-01T20:30:00,0.318,0.609,10.24
2025-01-01T21:00:00,0.316,0.529,9.102
2025-01-01T21:30:00,0.318,0.557,7.802
2025-01-01T22:00:00,0.314,0.529,8.192
2025-01-01T22:30:00,0.331,0.515,9.638
2025-01-01T23:00:00,0.332,0.53,6.827
2025-01-01T23:30:00,0.325,0.545,7.802
2025-01-02T00:00:00,0.317,0.575,7.802
2025-01-02T00:30:00,0.328,0.48,7.802
2025-01-02T01:00:00,0.329,0.56,7.802
2025-01-02T01:30:00,0.334,0.535,9.638
2025-01-02T02:00:00,0.336,0.517,9.638
2025-01-02T02:30:00,0.362,0.551,8.192
2025-01-02T03:00:00,0.374,0.616,8.623
2025-01-02T03:30:00,0.368,0.648,9.638
2025-01-02T04:00:00,0.398,0.556,9.102
2025-01-02T04:30:00,0.416,0.732,9.102
2025-01-02T05:00:00,0.406,0.822,9.638
2025-01-02T05:30:00,0.412,0.667,9.638
2025-01-02T06:00:00,0.371,0.579,9.102
2025-01-02T06:30:00,0.366,0.568,9.638
2025-01-02T07:00:00,0.341,0.535,9.638
2025-01-02T07:30:00,0.329,0.631,7.802
2025-01-02T08:00:00,0.341,0.534,9.638
2025-01-02T08:30:00,0.315,0.507,10.24
2025-01-02T09:00:00,0.315,0.465,9.102
2025-01-02T09:30:00,0.293,0.492,9.102
2025-01-02T10:00:00,0.304,0.492,9.102
2025-01-02T10:30:00,0.334,0.535,9.638
2025-01-02T11:00:00,0.326,0.499,9.638
2025-01-02T11:30:00,0.368,0.564,9.638
2025-01-02T12:00:00,0.37,0.573,9.102
2025-01-02T12:30:00,0.397,0.596,9.638
2025-01-02T13:00:00,0.381,0.613,9.102
2025-01-02T13:30:00,0.393,0.791,9.102
2025-01-02T14:00:00,0.375,0.557,9.638
2025-01-02T14:30:00,0.386,0.635,7.802
2025-01-02T15:00:00,0.373,0.585,8.623
2025-01-02T15:30:00,0.375,0.62,8.192
2025-01-02T16:00:00,0.382,0.603,7.802
2025-01-02T16:30:00,0.377,0.6,7.802
2025-01-02T17:00:00,0.377,0.599,8.192
2025-01-02T17:30:00,0.36,0.55,9.638
2025-01-02T18:00:00,0.363,0.54,9.638
